Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_008728515.1		Primary Assembly	Un			VSMJ01002419.1	Chromosome		NW_022162470.1	unplaced-scaffold	5621		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002420.1	Chromosome		NW_022162471.1	unplaced-scaffold	5584		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002421.1	Chromosome		NW_022162472.1	unplaced-scaffold	5584		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002422.1	Chromosome		NW_022162473.1	unplaced-scaffold	5582		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002423.1	Chromosome		NW_022162474.1	unplaced-scaffold	5571		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002424.1	Chromosome		NW_022162475.1	unplaced-scaffold	5571		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002425.1	Chromosome		NW_022162476.1	unplaced-scaffold	5567		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002426.1	Chromosome		NW_022162477.1	unplaced-scaffold	5564		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002427.1	Chromosome		NW_022162478.1	unplaced-scaffold	5550		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002428.1	Chromosome		NW_022162479.1	unplaced-scaffold	5543		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002429.1	Chromosome		NW_022162481.1	unplaced-scaffold	5525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002430.1	Chromosome		NW_022162482.1	unplaced-scaffold	5524		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002431.1	Chromosome		NW_022162483.1	unplaced-scaffold	5516		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002432.1	Chromosome		NW_022162484.1	unplaced-scaffold	5512		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002433.1	Chromosome		NW_022162485.1	unplaced-scaffold	5503		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002434.1	Chromosome		NW_022162486.1	unplaced-scaffold	5502		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002435.1	Chromosome		NW_022162487.1	unplaced-scaffold	5483		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002436.1	Chromosome		NW_022162488.1	unplaced-scaffold	5472		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002437.1	Chromosome		NW_022162489.1	unplaced-scaffold	5471		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002438.1	Chromosome		NW_022162490.1	unplaced-scaffold	5471		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002439.1	Chromosome		NW_022162492.1	unplaced-scaffold	5470		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002440.1	Chromosome		NW_022162493.1	unplaced-scaffold	5469		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002441.1	Chromosome		NW_022162494.1	unplaced-scaffold	5463		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002442.1	Chromosome		NW_022162495.1	unplaced-scaffold	5460		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002443.1	Chromosome		NW_022162496.1	unplaced-scaffold	5448		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002444.1	Chromosome		NW_022162497.1	unplaced-scaffold	5443		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002445.1	Chromosome		NW_022162498.1	unplaced-scaffold	5442		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002446.1	Chromosome		NW_022162499.1	unplaced-scaffold	5441		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002447.1	Chromosome		NW_022162500.1	unplaced-scaffold	5437		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002448.1	Chromosome		NW_022162502.1	unplaced-scaffold	5433		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002449.1	Chromosome		NW_022162503.1	unplaced-scaffold	5425		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002450.1	Chromosome		NW_022162504.1	unplaced-scaffold	5424		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002451.1	Chromosome		NW_022162505.1	unplaced-scaffold	5402		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002452.1	Chromosome		NW_022162506.1	unplaced-scaffold	5387		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002453.1	Chromosome		NW_022162507.1	unplaced-scaffold	5376		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002454.1	Chromosome		NW_022162508.1	unplaced-scaffold	5376		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002455.1	Chromosome		NW_022162509.1	unplaced-scaffold	5374		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002456.1	Chromosome		NW_022162510.1	unplaced-scaffold	5369		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002457.1	Chromosome		NW_022162511.1	unplaced-scaffold	5352		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002458.1	Chromosome		NW_022162513.1	unplaced-scaffold	5351		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002459.1	Chromosome		NW_022162514.1	unplaced-scaffold	5343		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002460.1	Chromosome		NW_022162515.1	unplaced-scaffold	5339		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002461.1	Chromosome		NW_022162516.1	unplaced-scaffold	5337		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002462.1	Chromosome		NW_022162517.1	unplaced-scaffold	5336		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002463.1	Chromosome		NW_022162518.1	unplaced-scaffold	5333		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002464.1	Chromosome		NW_022162519.1	unplaced-scaffold	5332		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002465.1	Chromosome		NW_022162520.1	unplaced-scaffold	5331		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002466.1	Chromosome		NW_022162521.1	unplaced-scaffold	5330		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002467.1	Chromosome		NW_022162522.1	unplaced-scaffold	5328		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002468.1	Chromosome		NW_022162524.1	unplaced-scaffold	5318		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002469.1	Chromosome		NW_022162525.1	unplaced-scaffold	5315		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002470.1	Chromosome		NW_022162526.1	unplaced-scaffold	5304		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002471.1	Chromosome		NW_022162527.1	unplaced-scaffold	5304		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002472.1	Chromosome		NW_022162528.1	unplaced-scaffold	5303		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002473.1	Chromosome		NW_022162529.1	unplaced-scaffold	5300		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002474.1	Chromosome		NW_022162530.1	unplaced-scaffold	5295		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002475.1	Chromosome		NW_022162531.1	unplaced-scaffold	5295		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002476.1	Chromosome		NW_022162532.1	unplaced-scaffold	5288		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002477.1	Chromosome		NW_022162533.1	unplaced-scaffold	5285		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002478.1	Chromosome		NW_022162535.1	unplaced-scaffold	5282		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002479.1	Chromosome		NW_022162536.1	unplaced-scaffold	5277		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002480.1	Chromosome		NW_022162537.1	unplaced-scaffold	5276		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002481.1	Chromosome		NW_022162538.1	unplaced-scaffold	5276		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002482.1	Chromosome		NW_022162539.1	unplaced-scaffold	5253		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002483.1	Chromosome		NW_022162540.1	unplaced-scaffold	5245		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002484.1	Chromosome		NW_022162541.1	unplaced-scaffold	5243		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002485.1	Chromosome		NW_022162542.1	unplaced-scaffold	5232		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002486.1	Chromosome		NW_022162543.1	unplaced-scaffold	5229		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002487.1	Chromosome		NW_022162544.1	unplaced-scaffold	5226		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002488.1	Chromosome		NW_022162546.1	unplaced-scaffold	5223		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002489.1	Chromosome		NW_022162547.1	unplaced-scaffold	5217		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002490.1	Chromosome		NW_022162548.1	unplaced-scaffold	5205		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002491.1	Chromosome		NW_022162549.1	unplaced-scaffold	5205		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002492.1	Chromosome		NW_022162550.1	unplaced-scaffold	5202		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002493.1	Chromosome		NW_022162551.1	unplaced-scaffold	5190		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002494.1	Chromosome		NW_022162552.1	unplaced-scaffold	5186		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002495.1	Chromosome		NW_022162553.1	unplaced-scaffold	5180		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002496.1	Chromosome		NW_022162554.1	unplaced-scaffold	5170		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002497.1	Chromosome		NW_022162555.1	unplaced-scaffold	5170		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002498.1	Chromosome		NW_022162557.1	unplaced-scaffold	5170		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002499.1	Chromosome		NW_022162558.1	unplaced-scaffold	5165		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002500.1	Chromosome		NW_022162559.1	unplaced-scaffold	5161		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002501.1	Chromosome		NW_022162560.1	unplaced-scaffold	5156		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002502.1	Chromosome		NW_022162561.1	unplaced-scaffold	5147		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002503.1	Chromosome		NW_022162562.1	unplaced-scaffold	5138		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002504.1	Chromosome		NW_022162563.1	unplaced-scaffold	5136		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002505.1	Chromosome		NW_022162564.1	unplaced-scaffold	5127		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002506.1	Chromosome		NW_022162565.1	unplaced-scaffold	5120		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002507.1	Chromosome		NW_022162566.1	unplaced-scaffold	5110		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002508.1	Chromosome		NW_022162569.1	unplaced-scaffold	5102		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002509.1	Chromosome		NW_022162570.1	unplaced-scaffold	5090		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002510.1	Chromosome		NW_022162571.1	unplaced-scaffold	5087		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002511.1	Chromosome		NW_022162572.1	unplaced-scaffold	5070		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002512.1	Chromosome		NW_022162573.1	unplaced-scaffold	5060		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002513.1	Chromosome		NW_022162574.1	unplaced-scaffold	5055		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002514.1	Chromosome		NW_022162575.1	unplaced-scaffold	5054		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002515.1	Chromosome		NW_022162576.1	unplaced-scaffold	5047		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002516.1	Chromosome		NW_022162577.1	unplaced-scaffold	5044		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002517.1	Chromosome		NW_022162578.1	unplaced-scaffold	5042		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002518.1	Chromosome		NW_022162580.1	unplaced-scaffold	5041		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002519.1	Chromosome		NW_022162581.1	unplaced-scaffold	5041		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002520.1	Chromosome		NW_022162582.1	unplaced-scaffold	5037		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002521.1	Chromosome		NW_022162583.1	unplaced-scaffold	5033		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002522.1	Chromosome		NW_022162584.1	unplaced-scaffold	5028		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002523.1	Chromosome		NW_022162585.1	unplaced-scaffold	5015		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002524.1	Chromosome		NW_022162586.1	unplaced-scaffold	5009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002525.1	Chromosome		NW_022162587.1	unplaced-scaffold	4998		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002526.1	Chromosome		NW_022162588.1	unplaced-scaffold	4997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002527.1	Chromosome		NW_022162589.1	unplaced-scaffold	4997		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002528.1	Chromosome		NW_022162591.1	unplaced-scaffold	4991		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002529.1	Chromosome		NW_022162592.1	unplaced-scaffold	4983		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002530.1	Chromosome		NW_022162593.1	unplaced-scaffold	4983		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002531.1	Chromosome		NW_022162594.1	unplaced-scaffold	4978		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002532.1	Chromosome		NW_022162595.1	unplaced-scaffold	4977		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002533.1	Chromosome		NW_022162596.1	unplaced-scaffold	4976		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002534.1	Chromosome		NW_022162597.1	unplaced-scaffold	4973		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002535.1	Chromosome		NW_022162598.1	unplaced-scaffold	4971		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002536.1	Chromosome		NW_022162599.1	unplaced-scaffold	4966		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002537.1	Chromosome		NW_022162600.1	unplaced-scaffold	4960		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002538.1	Chromosome		NW_022162602.1	unplaced-scaffold	4957		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002539.1	Chromosome		NW_022162603.1	unplaced-scaffold	4951		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002540.1	Chromosome		NW_022162604.1	unplaced-scaffold	4950		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002541.1	Chromosome		NW_022162605.1	unplaced-scaffold	4949		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002542.1	Chromosome		NW_022162606.1	unplaced-scaffold	4949		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002543.1	Chromosome		NW_022162607.1	unplaced-scaffold	4948		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002544.1	Chromosome		NW_022162608.1	unplaced-scaffold	4945		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002545.1	Chromosome		NW_022162609.1	unplaced-scaffold	4941		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002546.1	Chromosome		NW_022162610.1	unplaced-scaffold	4939		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002547.1	Chromosome		NW_022162611.1	unplaced-scaffold	4937		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002548.1	Chromosome		NW_022162613.1	unplaced-scaffold	4933		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002549.1	Chromosome		NW_022162614.1	unplaced-scaffold	4932		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002550.1	Chromosome		NW_022162615.1	unplaced-scaffold	4932		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002551.1	Chromosome		NW_022162616.1	unplaced-scaffold	4931		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002552.1	Chromosome		NW_022162617.1	unplaced-scaffold	4928		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002553.1	Chromosome		NW_022162618.1	unplaced-scaffold	4928		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002554.1	Chromosome		NW_022162619.1	unplaced-scaffold	4924		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002555.1	Chromosome		NW_022162620.1	unplaced-scaffold	4917		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002556.1	Chromosome		NW_022162621.1	unplaced-scaffold	4908		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002557.1	Chromosome		NW_022162622.1	unplaced-scaffold	4906		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002558.1	Chromosome		NW_022162624.1	unplaced-scaffold	4904		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002559.1	Chromosome		NW_022162625.1	unplaced-scaffold	4904		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002560.1	Chromosome		NW_022162626.1	unplaced-scaffold	4902		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002561.1	Chromosome		NW_022162627.1	unplaced-scaffold	4893		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002562.1	Chromosome		NW_022162628.1	unplaced-scaffold	4891		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002563.1	Chromosome		NW_022162629.1	unplaced-scaffold	4879		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002564.1	Chromosome		NW_022162630.1	unplaced-scaffold	4871		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002565.1	Chromosome		NW_022162631.1	unplaced-scaffold	4870		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002566.1	Chromosome		NW_022162632.1	unplaced-scaffold	4863		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002567.1	Chromosome		NW_022162633.1	unplaced-scaffold	4862		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002568.1	Chromosome		NW_022162635.1	unplaced-scaffold	4862		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002569.1	Chromosome		NW_022162636.1	unplaced-scaffold	4859		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002570.1	Chromosome		NW_022162637.1	unplaced-scaffold	4850		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002571.1	Chromosome		NW_022162638.1	unplaced-scaffold	4849		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002572.1	Chromosome		NW_022162639.1	unplaced-scaffold	4841		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002573.1	Chromosome		NW_022162640.1	unplaced-scaffold	4837		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002574.1	Chromosome		NW_022162641.1	unplaced-scaffold	4834		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002575.1	Chromosome		NW_022162642.1	unplaced-scaffold	4832		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002576.1	Chromosome		NW_022162643.1	unplaced-scaffold	4828		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002577.1	Chromosome		NW_022162645.1	unplaced-scaffold	4813		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002578.1	Chromosome		NW_022162646.1	unplaced-scaffold	4799		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002579.1	Chromosome		NW_022162647.1	unplaced-scaffold	4787		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002580.1	Chromosome		NW_022162648.1	unplaced-scaffold	4782		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002581.1	Chromosome		NW_022162649.1	unplaced-scaffold	4782		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002582.1	Chromosome		NW_022162650.1	unplaced-scaffold	4782		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002583.1	Chromosome		NW_022162651.1	unplaced-scaffold	4780		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002584.1	Chromosome		NW_022162652.1	unplaced-scaffold	4779		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002585.1	Chromosome		NW_022162653.1	unplaced-scaffold	4771		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002586.1	Chromosome		NW_022162654.1	unplaced-scaffold	4770		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002587.1	Chromosome		NW_022162656.1	unplaced-scaffold	4770		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002588.1	Chromosome		NW_022162657.1	unplaced-scaffold	4764		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002589.1	Chromosome		NW_022162658.1	unplaced-scaffold	4764		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002590.1	Chromosome		NW_022162659.1	unplaced-scaffold	4762		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002591.1	Chromosome		NW_022162660.1	unplaced-scaffold	4761		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002592.1	Chromosome		NW_022162661.1	unplaced-scaffold	4754		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002593.1	Chromosome		NW_022162662.1	unplaced-scaffold	4742		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002594.1	Chromosome		NW_022162663.1	unplaced-scaffold	4736		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002595.1	Chromosome		NW_022162664.1	unplaced-scaffold	4735		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002596.1	Chromosome		NW_022162665.1	unplaced-scaffold	4732		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002597.1	Chromosome		NW_022162667.1	unplaced-scaffold	4731		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002598.1	Chromosome		NW_022162668.1	unplaced-scaffold	4727		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002599.1	Chromosome		NW_022162669.1	unplaced-scaffold	4726		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002600.1	Chromosome		NW_022162670.1	unplaced-scaffold	4724		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002601.1	Chromosome		NW_022162671.1	unplaced-scaffold	4703		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002602.1	Chromosome		NW_022162672.1	unplaced-scaffold	4697		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002603.1	Chromosome		NW_022162673.1	unplaced-scaffold	4697		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002604.1	Chromosome		NW_022162674.1	unplaced-scaffold	4690		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002605.1	Chromosome		NW_022162675.1	unplaced-scaffold	4690		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002606.1	Chromosome		NW_022162678.1	unplaced-scaffold	4687		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002607.1	Chromosome		NW_022162679.1	unplaced-scaffold	4679		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002608.1	Chromosome		NW_022162680.1	unplaced-scaffold	4678		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002609.1	Chromosome		NW_022162681.1	unplaced-scaffold	4678		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002610.1	Chromosome		NW_022162682.1	unplaced-scaffold	4678		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002611.1	Chromosome		NW_022162683.1	unplaced-scaffold	4677		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002612.1	Chromosome		NW_022162684.1	unplaced-scaffold	4671		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002613.1	Chromosome		NW_022162685.1	unplaced-scaffold	4670		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002614.1	Chromosome		NW_022162686.1	unplaced-scaffold	4669		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002615.1	Chromosome		NW_022162687.1	unplaced-scaffold	4668		
GCF_008728515.1		Primary Assembly	Un			VSMJ01002616.1	Chromosome		NW_022162689.1	unplaced-scaffold	4665		
