Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,create_date,version,BREED,Cultivar,dev_stage,Ecotype,strain
SRR6956959,not collected,WGS,198,33864711630,PRJNA433868,SAMN08887757,Model organism or animal,23521398018,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3899823,Illumina HiSeq 2500,14690,14690,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14690,not collected,SRP132725,missing,2018-04-06T23:37:00Z,1,,,,,
SRR6956960,not collected,WGS,198,43208485632,PRJNA433868,SAMN08887763,Model organism or animal,29945459558,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3899822,Illumina HiSeq 2500,15122,15122,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15122,not collected,SRP132725,missing,2018-04-07T00:37:00Z,1,,,,,
SRR6956961,not collected,WGS,198,28697689003,PRJNA433868,SAMN08887750,Model organism or animal,19982176102,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3899821,Illumina HiSeq 2500,15113,15113,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15113,not collected,SRP132725,missing,2018-04-06T23:46:00Z,1,,,,,
SRR6956962,not collected,WGS,197,36309908685,PRJNA433868,SAMN08887758,Model organism or animal,24132550324,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3899820,Illumina HiSeq 2500,14860,14860,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14860,not collected,SRP132725,missing,2018-04-06T23:46:00Z,1,,,,,
SRR6956963,not collected,WGS,198,9145523147,PRJNA433868,SAMN08887645,Model organism or animal,6467015635,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3899819,Illumina HiSeq 2500,14800,14800,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-06T00:00:00Z,14800,not collected,SRP132725,missing,2018-04-06T22:35:00Z,1,,,,,
SRR6956964,not collected,WGS,198,17043585557,PRJNA433868,SAMN08887711,Model organism or animal,11738023057,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3899818,Illumina HiSeq 2500,14753,14753,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14753,not collected,SRP132725,missing,2018-04-06T22:56:00Z,1,,,,,
SRR6956965,not collected,WGS,198,14367007253,PRJNA433868,SAMN08887701,Model organism or animal,9954765514,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3899817,Illumina HiSeq 2500,14740,14740,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14740,not collected,SRP132725,missing,2018-04-06T23:18:00Z,1,,,,,
SRR6956966,not collected,WGS,198,16542843486,PRJNA433868,SAMN08887714,Model organism or animal,11509135754,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3899816,Illumina HiSeq 2500,14886,14886,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,14886,not collected,SRP132725,missing,2018-04-06T22:56:00Z,1,,,,,
SRR6956967,not collected,WGS,198,50476196918,PRJNA433868,SAMN08887765,Model organism or animal,35245727674,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3899815,Illumina HiSeq 2500,15458,15458,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,15458,not collected,SRP132725,missing,2018-04-07T01:00:00Z,1,,,,,
SRR6956968,not collected,WGS,198,8970823684,PRJNA433868,SAMN08887644,Model organism or animal,6193704144,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3899814,Illumina HiSeq 2500,14994,14994,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-06T00:00:00Z,14994,not collected,SRP132725,missing,2018-04-06T22:33:00Z,1,,,,,
SRR6956969,not collected,WGS,198,13100192583,PRJNA433868,SAMN08887689,Model organism or animal,8274676093,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3899813,Illumina HiSeq 2500,17158,17158,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,17158,not collected,SRP132725,missing,2018-04-06T22:45:00Z,1,,,,,
SRR6956970,not collected,WGS,197,10714904405,PRJNA433868,SAMN08887652,Model organism or animal,6741177418,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3899812,Illumina HiSeq 2500,16889,16889,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,16889,not collected,SRP132725,missing,2018-04-06T22:38:00Z,1,,,,,
SRR6956971,not collected,WGS,198,10213692478,PRJNA433868,SAMN08887648,Model organism or animal,6460141111,ZRHANNA'S SHARED SUBMISSIONS,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3899811,Illumina HiSeq 2500,17851,17851,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-06T00:00:00Z,17851,not collected,SRP132725,missing,2018-04-06T22:36:00Z,1,,,,,
SRR6956972,not collected,WGS,198,10507716260,PRJNA433868,SAMN08887651,Model organism or animal,6646708020,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3899810,Illumina HiSeq 2500,17153,17153,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-06T00:00:00Z,17153,not collected,SRP132725,missing,2018-04-06T22:38:00Z,1,,,,,
SRR6956973,not collected,WGS,198,14968077894,PRJNA433868,SAMN08887691,Model organism or animal,9425655371,ZRHANNA'S SHARED SUBMISSIONS,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3899809,Illumina HiSeq 2500,11608,11608,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,11608,not collected,SRP132725,missing,2018-04-06T22:50:00Z,1,,,,,
SRR6956975,not collected,WGS,198,33632400802,PRJNA433868,SAMN08887756,Model organism or animal,20946473236,ZRHANNA'S SHARED SUBMISSIONS,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3899807,Illumina HiSeq 2500,13463,13463,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-04-07T00:00:00Z,13463,not collected,SRP132725,missing,2018-04-06T23:37:00Z,1,,,,,
SRR7588759,not collected,WGS,298,150478024873,PRJNA433868,SAMN09710587,Model organism or animal,64298862692,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4454034,HiSeq X Ten,7091,7091,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,7091,not collected,SRP132725,missing,2018-07-25T04:57:00Z,1,,,,,
SRR7588760,not collected,WGS,298,144841368742,PRJNA433868,SAMN09710586,Model organism or animal,62367831554,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4454033,HiSeq X Ten,1X4777,1X4777,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,1X4777,not collected,SRP132725,missing,2018-07-24T23:42:00Z,1,,,,,
SRR7588761,not collected,WGS,297,147285715081,PRJNA433868,SAMN09710585,Model organism or animal,63663058947,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4454032,HiSeq X Ten,1X3837,1X3837,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,1X3837,not collected,SRP132725,missing,2018-07-25T00:39:00Z,1,,,,,
SRR7588762,not collected,WGS,296,111671799579,PRJNA433868,SAMN09710584,Model organism or animal,51388665332,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX4454031,HiSeq X Ten,1X3822,1X3822,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,1X3822,not collected,SRP132725,missing,2018-07-25T00:27:00Z,1,,,,,
SRR7588763,not collected,WGS,298,150650211064,PRJNA433868,SAMN09710591,Model organism or animal,64199529126,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4454030,HiSeq X Ten,8653,8653,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,8653,not collected,SRP132725,missing,2018-07-24T22:22:00Z,1,,,,,
SRR7588764,not collected,WGS,297,134066202354,PRJNA433868,SAMN09710590,Model organism or animal,59812128479,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4454029,HiSeq X Ten,8465,8465,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,8465,not collected,SRP132725,missing,2018-07-24T22:37:00Z,1,,,,,
SRR7588765,not collected,WGS,296,138603676297,PRJNA433868,SAMN09710589,Model organism or animal,61866047214,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4454028,HiSeq X Ten,8344,8344,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,8344,not collected,SRP132725,missing,2018-07-24T21:20:00Z,1,,,,,
SRR7588766,not collected,WGS,298,139323892326,PRJNA433868,SAMN09710588,Model organism or animal,61472077230,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX4454027,HiSeq X Ten,7158,7158,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,7158,not collected,SRP132725,missing,2018-07-25T01:43:00Z,1,,,,,
SRR7588767,not collected,WGS,293,146969683905,PRJNA433868,SAMN09710569,Model organism or animal,63168175710,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX4454026,HiSeq X Ten,13245,13245,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,13245,not collected,SRP132725,missing,2018-07-25T01:02:00Z,1,,,,,
SRR7588768,not collected,WGS,297,146206409737,PRJNA433868,SAMN08519680,Model organism or animal,61923585908,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4454025,HiSeq X Ten,13644,13644_2,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,13644,not collected,SRP132725,missing,2018-07-25T01:54:00Z,1,,,,,
SRR7588769,not collected,WGS,296,139724518878,PRJNA433868,SAMN09710567,Model organism or animal,58320250506,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4454024,HiSeq X Ten,11887,11887,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,11887,not collected,SRP132725,missing,2018-07-25T01:41:00Z,1,,,,,
SRR7588770,not collected,WGS,291,135299660120,PRJNA433868,SAMN09710568,Model organism or animal,59282287627,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX4454023,HiSeq X Ten,12656,12656,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,12656,not collected,SRP132725,missing,2018-07-24T22:25:00Z,1,,,,,
SRR7588771,not collected,WGS,297,145030938008,PRJNA433868,SAMN09710571,Model organism or animal,64035025830,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4454022,HiSeq X Ten,14276,14276_2,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,14276,not collected,SRP132725,missing,2018-07-24T23:19:00Z,1,,,,,
SRR7588772,not collected,WGS,290,131690274369,PRJNA433868,SAMN09710572,Model organism or animal,53804126337,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4454021,HiSeq X Ten,14652,14652,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,14652,not collected,SRP132725,missing,2018-07-25T00:34:00Z,1,,,,,
SRR7588773,not collected,WGS,295,144771358036,PRJNA433868,SAMN09710570,Model organism or animal,64591085555,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4454020,HiSeq X Ten,14068,14068,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,14068,not collected,SRP132725,missing,2018-07-25T01:40:00Z,1,,,,,
SRR7588774,not collected,WGS,300,21266708700,PRJNA433868,SAMN09710571,Model organism or animal,9243304755,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4454019,HiSeq X Ten,14276,14276,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-24T00:00:00Z,14276,not collected,SRP132725,missing,2018-07-24T17:07:00Z,1,,,,,
SRR7588775,not collected,WGS,282,135230820079,PRJNA433868,SAMN09710573,Model organism or animal,60327154092,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4454018,HiSeq X Ten,14712,14712,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,14712,not collected,SRP132725,missing,2018-07-25T00:30:00Z,1,,,,,
SRR7588776,not collected,WGS,295,147466328258,PRJNA433868,SAMN09710574,Model organism or animal,63614977414,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4454017,HiSeq X Ten,14959,14959,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,14959,not collected,SRP132725,missing,2018-07-25T05:55:00Z,1,,,,,
SRR7588777,not collected,WGS,298,148107807965,PRJNA433868,SAMN09710577,Model organism or animal,63731447969,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4454016,HiSeq X Ten,15150,15150,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,15150,not collected,SRP132725,missing,2018-07-25T04:31:00Z,1,,,,,
SRR7588778,not collected,WGS,297,148216641245,PRJNA433868,SAMN09710578,Model organism or animal,62333160167,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX4454015,HiSeq X Ten,15190,15190,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,15190,not collected,SRP132725,missing,2018-07-25T01:31:00Z,1,,,,,
SRR7588779,not collected,WGS,292,142951503520,PRJNA433868,SAMN09710575,Model organism or animal,59102474391,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4454014,HiSeq X Ten,15009,15009,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,15009,not collected,SRP132725,missing,2018-07-25T01:47:00Z,1,,,,,
SRR7588780,not collected,WGS,291,125184967668,PRJNA433868,SAMN09710576,Model organism or animal,57086849981,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4454013,HiSeq X Ten,15107,15107,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,15107,not collected,SRP132725,missing,2018-07-25T00:31:00Z,1,,,,,
SRR7588781,not collected,WGS,298,154139475116,PRJNA433868,SAMN09710581,Model organism or animal,65309446125,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4454012,HiSeq X Ten,15626,15626,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,15626,not collected,SRP132725,missing,2018-07-25T00:17:00Z,1,,,,,
SRR7588782,not collected,WGS,300,130368761400,PRJNA433868,SAMN09710582,Model organism or animal,49737861659,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX4454011,HiSeq X Ten,1X2816,1X2816,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,1X2816,not collected,SRP132725,missing,2018-07-24T22:30:00Z,1,,,,,
SRR7588783,not collected,WGS,295,111883108035,PRJNA433868,SAMN09710579,Model organism or animal,50195493384,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX4454010,HiSeq X Ten,15421,15421,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,15421,not collected,SRP132725,missing,2018-07-25T05:55:00Z,1,,,,,
SRR7588784,not collected,WGS,291,132140041394,PRJNA433868,SAMN09710580,Model organism or animal,55417866685,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4454009,HiSeq X Ten,15467,15467,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,15467,not collected,SRP132725,missing,2018-07-25T01:03:00Z,1,,,,,
SRR7588785,not collected,WGS,297,151359887117,PRJNA433868,SAMN09710582,Model organism or animal,65004204669,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX4454008,HiSeq X Ten,1X2816,1X2816_2,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,1X2816,not collected,SRP132725,missing,2018-07-25T01:09:00Z,1,,,,,
SRR7588786,not collected,WGS,297,150277858198,PRJNA433868,SAMN09710583,Model organism or animal,64571371366,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX4454007,HiSeq X Ten,1X3697,1X3697,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-25T00:00:00Z,1X3697,not collected,SRP132725,missing,2018-07-24T21:54:00Z,1,,,,,
SRR7473861,not collected,WGS,300,15422323200,PRJNA433868,SAMN09606740,Model organism or animal,6939011792,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX4343631,HiSeq X Ten,32103,32103,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32103,not collected,SRP132725,missing,2018-07-05T15:45:00Z,1,,,,,
SRR7473862,not collected,WGS,300,38943236700,PRJNA433868,SAMN09606739,Model organism or animal,17087301072,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4343630,HiSeq X Ten,32089,32089,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32089,not collected,SRP132725,missing,2018-07-05T16:54:00Z,1,,,,,
SRR7473863,not collected,WGS,300,19037242200,PRJNA433868,SAMN09606742,Model organism or animal,8378561146,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX4343629,HiSeq X Ten,32132,32132,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32132,not collected,SRP132725,missing,2018-07-05T16:27:00Z,1,,,,,
SRR7473864,not collected,WGS,300,18249841500,PRJNA433868,SAMN09606741,Model organism or animal,8036419329,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX4343628,HiSeq X Ten,32130,32130,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32130,not collected,SRP132725,missing,2018-07-05T15:26:00Z,1,,,,,
SRR7473865,not collected,WGS,300,19063740300,PRJNA433868,SAMN09606736,Model organism or animal,8532481014,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX4343627,HiSeq X Ten,32039,32039,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32039,not collected,SRP132725,missing,2018-07-05T15:49:00Z,1,,,,,
SRR7473866,not collected,WGS,300,40449466500,PRJNA433868,SAMN09606735,Model organism or animal,18066308992,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX4343626,HiSeq X Ten,32025,32025,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32025,not collected,SRP132725,missing,2018-07-05T16:49:00Z,1,,,,,
SRR7473867,not collected,WGS,300,18573019200,PRJNA433868,SAMN09606738,Model organism or animal,8305940568,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX4343625,HiSeq X Ten,32053,32053,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32053,not collected,SRP132725,missing,2018-07-05T16:58:00Z,1,,,,,
SRR7473868,not collected,WGS,300,39926910600,PRJNA433868,SAMN09606737,Model organism or animal,17393031356,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4343624,HiSeq X Ten,32040,32040,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32040,not collected,SRP132725,missing,2018-07-05T16:32:00Z,1,,,,,
SRR7473869,not collected,WGS,300,17316979800,PRJNA433868,SAMN09606687,Model organism or animal,8097379174,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX4343623,HiSeq X Ten,31177,31177,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,31177,not collected,SRP132725,missing,2018-07-05T15:42:00Z,1,,,,,
SRR7473870,not collected,WGS,300,16025553900,PRJNA433868,SAMN09606688,Model organism or animal,7595597525,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX4343622,HiSeq X Ten,31178,31178,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,31178,not collected,SRP132725,missing,2018-07-05T15:46:00Z,1,,,,,
SRR7473871,not collected,WGS,300,15153295500,PRJNA433868,SAMN09606685,Model organism or animal,7125420047,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4343621,HiSeq X Ten,31131,31131,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,31131,not collected,SRP132725,missing,2018-07-05T15:49:00Z,1,,,,,
SRR7473872,not collected,WGS,300,30889796700,PRJNA433868,SAMN09606686,Model organism or animal,13842761719,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4343620,HiSeq X Ten,31134,31134,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,31134,not collected,SRP132725,missing,2018-07-05T16:03:00Z,1,,,,,
SRR7473873,not collected,WGS,300,20694660900,PRJNA433868,SAMN09606744,Model organism or animal,9263791491,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX4343619,HiSeq X Ten,32207,32207,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-07-05T00:00:00Z,32207,not collected,SRP132725,missing,2018-07-05T15:31:00Z,1,,,,,
